,clean_machine,process_number,label,time_frame,filename,vibration_data
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_001,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_001.h5,"[[ 2.900e+01 -1.000e+00 -1.022e+03]
 [ 1.500e+01  2.900e+01 -1.018e+03]
 [ 2.700e+01  3.000e+00 -1.015e+03]
 ...
 [ 2.300e+01  3.000e+00 -1.024e+03]
 [ 1.100e+01  3.700e+01 -1.018e+03]
 [ 2.700e+01  2.500e+01 -1.009e+03]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_002,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_002.h5,"[[   29.     9. -1015.]
 [   21.    23. -1015.]
 [   27.    35. -1015.]
 ...
 [   29.     7. -1013.]
 [   13.    13. -1020.]
 [   25.    13. -1026.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_003,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_003.h5,"[[   23.    42. -1024.]
 [   23.    15. -1015.]
 [   25.    27. -1022.]
 ...
 [   29.     7. -1011.]
 [   19.    13. -1018.]
 [   13.    15. -1020.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_004,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_004.h5,"[[   25.    27. -1020.]
 [   29.    17. -1024.]
 [   17.    25. -1015.]
 ...
 [   11.     5. -1022.]
 [    3.     5. -1022.]
 [   25.    19. -1016.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_005,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_005.h5,"[[ 5.000e+00  2.700e+01 -1.036e+03]
 [ 1.700e+01  2.300e+01 -1.038e+03]
 [ 2.700e+01 -1.000e+00 -1.018e+03]
 ...
 [ 2.900e+01  2.900e+01 -1.020e+03]
 [ 3.500e+01  3.000e+00 -1.024e+03]
 [ 2.300e+01  2.100e+01 -1.011e+03]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_006,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_006.h5,"[[ 3.100e+01  1.900e+01 -1.028e+03]
 [ 2.900e+01  1.300e+01 -1.020e+03]
 [ 2.100e+01  1.000e+00 -1.013e+03]
 ...
 [ 2.900e+01  1.100e+01 -1.015e+03]
 [ 2.100e+01  3.500e+01 -1.015e+03]
 [ 2.700e+01  1.500e+01 -1.030e+03]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_007,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_007.h5,"[[   23.    19. -1026.]
 [   35.    23.  -999.]
 [   13.    13. -1034.]
 ...
 [   21.    25. -1015.]
 [   27.     0. -1018.]
 [   19.     5. -1024.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_008,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_008.h5,"[[   27.     3. -1018.]
 [   21.    19. -1005.]
 [   33.     5. -1030.]
 ...
 [   21.    33. -1018.]
 [   35.    15. -1026.]
 [    7.    17. -1034.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_009,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_009.h5,"[[   11.    21.  -999.]
 [   17.    25. -1011.]
 [   17.     7. -1013.]
 ...
 [   31.    15. -1022.]
 [   25.    11. -1024.]
 [   27.    11. -1024.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_010,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_010.h5,"[[   27.    21. -1024.]
 [   33.    11. -1020.]
 [   25.    23. -1024.]
 ...
 [   27.    27. -1020.]
 [   11.    -3. -1034.]
 [   25.    37. -1009.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_011,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_011.h5,"[[   21.    17. -1022.]
 [   21.    21. -1026.]
 [   29.    23. -1022.]
 ...
 [   29.    17.  -997.]
 [   33.    25. -1034.]
 [   23.     3. -1024.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_012,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_012.h5,"[[   27.     5. -1015.]
 [   21.    25. -1022.]
 [   21.     5. -1011.]
 ...
 [   25.    39. -1013.]
 [   35.    -7. -1026.]
 [   29.    19. -1015.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_013,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_013.h5,"[[   25.     5. -1011.]
 [    9.    11. -1026.]
 [   23.     0. -1018.]
 ...
 [   23.     3. -1018.]
 [   11.    29. -1011.]
 [   35.    17. -1013.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_014,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_014.h5,"[[   35.     0. -1020.]
 [   11.    19. -1020.]
 [   21.     7. -1018.]
 ...
 [   33.    23. -1018.]
 [   19.    23. -1022.]
 [   23.    19. -1018.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_015,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_015.h5,"[[   29.    25. -1032.]
 [   15.    25. -1020.]
 [   15.    40. -1015.]
 ...
 [   27.    25. -1024.]
 [   15.    11. -1022.]
 [   21.    23. -1028.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_016,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_016.h5,"[[   31.    19. -1018.]
 [   27.     5. -1020.]
 [   23.    27. -1015.]
 ...
 [   17.    17. -1028.]
 [   33.    21. -1013.]
 [   21.     3. -1026.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_017,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_017.h5,"[[   17.     7. -1015.]
 [   17.    19. -1028.]
 [   21.     7. -1020.]
 ...
 [   15.    31. -1011.]
 [   17.    13. -1030.]
 [   21.    25. -1020.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_018,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_018.h5,"[[   33.    25. -1005.]
 [   37.    33. -1001.]
 [   33.    48. -1005.]
 ...
 [   17.    27. -1022.]
 [   21.     9. -1013.]
 [   25.    11. -1018.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_019,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_019.h5,"[[    7.    31. -1030.]
 [   17.    -7. -1032.]
 [   11.    29. -1040.]
 ...
 [    7.    25. -1032.]
 [   15.    -7. -1034.]
 [   13.    27. -1034.]]"
M03_OP05_good_Aug_2019_M03_Aug_2019_OP05_020,M03,OP05,good,Aug_2019,M03_Aug_2019_OP05_020.h5,"[[    3.    -3. -1046.]
 [    3.    23. -1032.]
 [   13.    -9. -1024.]
 ...
 [   15.    19. -1034.]
 [   19.    -7. -1036.]
 [   15.    21. -1030.]]"
M03_OP05_good_Aug_2020_M03_Aug_2020_OP05_000,M03,OP05,good,Aug_2020,M03_Aug_2020_OP05_000.h5,"[[   29     1 -1022]
 [   21    27 -1015]
 [   17     1 -1026]
 ...
 [   21    31 -1022]
 [   19    11 -1011]
 [   17    21 -1024]]"
M03_OP05_good_Aug_2020_M03_Aug_2020_OP05_001,M03,OP05,good,Aug_2020,M03_Aug_2020_OP05_001.h5,"[[   29    17 -1022]
 [   31    -1 -1028]
 [   23    19 -1026]
 ...
 [   15     7 -1022]
 [    7    21 -1038]
 [   27     5 -1024]]"
M03_OP05_good_Aug_2020_M03_Aug_2020_OP05_002,M03,OP05,good,Aug_2020,M03_Aug_2020_OP05_002.h5,"[[   17     5 -1034]
 [    1     5 -1050]
 [   25     7 -1036]
 ...
 [   11    37 -1032]
 [   17    13 -1028]
 [   11     9 -1013]]"
M03_OP05_good_Aug_2020_M03_Aug_2020_OP05_003,M03,OP05,good,Aug_2020,M03_Aug_2020_OP05_003.h5,"[[   21     9 -1030]
 [    5    23 -1013]
 [   25    15 -1011]
 ...
 [   13    17 -1048]
 [   -5    62  -999]
 [   13    27 -1009]]"
M03_OP05_good_Aug_2021_M03_Aug_2021_OP05_000,M03,OP05,good,Aug_2021,M03_Aug_2021_OP05_000.h5,"[[   11    37 -1026]
 [   21    -1 -1028]
 [   21    25 -1032]
 ...
 [   25    29 -1020]
 [   19     7 -1034]
 [   15    35 -1011]]"
M03_OP05_good_Aug_2021_M03_Aug_2021_OP05_001,M03,OP05,good,Aug_2021,M03_Aug_2021_OP05_001.h5,"[[   17    -9 -1032]
 [   23     1 -1015]
 [   19   -13 -1022]
 ...
 [   33    -9 -1040]
 [   15     1 -1026]
 [   15    -5 -1013]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_000,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_000.h5,"[[   19    17 -1020]
 [   25    11 -1026]
 [   21    37 -1026]
 ...
 [   31    23 -1026]
 [   13    40 -1028]
 [   15    37 -1026]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_001,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_001.h5,"[[   19.    -5. -1026.]
 [   25.    42. -1003.]
 [   15.    23. -1020.]
 ...
 [   23.     0. -1026.]
 [   21.    23. -1018.]
 [   29.    21. -1016.]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_002,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_002.h5,"[[   33    27 -1015]
 [   29    31 -1011]
 [   27    13 -1015]
 ...
 [   29    27 -1022]
 [   23    21 -1034]
 [    5    23 -1022]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_003,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_003.h5,"[[   25    17 -1026]
 [   29     9 -1022]
 [   29    29 -1022]
 ...
 [   19    31 -1009]
 [   35    11 -1020]
 [   33    17 -1034]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_004,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_004.h5,"[[   25.    29. -1032.]
 [   25.    15. -1028.]
 [   15.    35. -1026.]
 ...
 [   29.   -29. -1024.]
 [   35.    -7. -1020.]
 [   25.     9. -1022.]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_005,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_005.h5,"[[ 2.900e+01  3.100e+01 -1.015e+03]
 [ 1.900e+01  3.100e+01 -1.024e+03]
 [ 2.900e+01  1.300e+01 -1.018e+03]
 ...
 [ 3.900e+01  2.100e+01 -1.009e+03]
 [ 2.900e+01  5.000e+00 -1.028e+03]
 [ 3.900e+01  1.000e+00 -1.018e+03]]"
M03_OP05_good_Feb_2020_M03_Feb_2020_OP05_006,M03,OP05,good,Feb_2020,M03_Feb_2020_OP05_006.h5,"[[   25.    29. -1018.]
 [   35.    25. -1026.]
 [   29.    17. -1022.]
 ...
 [   39.    11. -1020.]
 [   27.    19. -1026.]
 [   50.    31. -1040.]]"
M03_OP05_good_Feb_2021_M03_Feb_2021_OP05_000,M03,OP05,good,Feb_2021,M03_Feb_2021_OP05_000.h5,"[[   31    19 -1013]
 [   19    25 -1022]
 [   27     5 -1015]
 ...
 [   21    21 -1020]
 [   31    17 -1005]
 [    7    19 -1030]]"
M03_OP05_good_Feb_2021_M03_Feb_2021_OP05_001,M03,OP05,good,Feb_2021,M03_Feb_2021_OP05_001.h5,"[[   27    11 -1013]
 [   21    17 -1032]
 [   31    23 -1030]
 ...
 [   17    13 -1020]
 [   25    13 -1028]
 [   33    13 -1013]]"
M03_OP05_good_Feb_2021_M03_Feb_2021_OP05_002,M03,OP05,good,Feb_2021,M03_Feb_2021_OP05_002.h5,"[[   19     7 -1042]
 [   21    15 -1018]
 [   13    11 -1018]
 ...
 [   17     5 -1013]
 [   29     5 -1015]
 [   27    21 -1020]]"
M03_OP05_good_Feb_2021_M03_Feb_2021_OP05_003,M03,OP05,good,Feb_2021,M03_Feb_2021_OP05_003.h5,"[[   15    13 -1009]
 [   35     0 -1030]
 [   25    37 -1013]
 ...
 [   21     3 -1020]
 [   23    29 -1026]
 [    5     5 -1013]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_000,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_000.h5,"[[ 2.300e+01  2.900e+01 -1.015e+03]
 [ 2.900e+01  1.100e+01 -1.011e+03]
 [ 3.700e+01  1.100e+01 -1.024e+03]
 ...
 [ 3.700e+01  1.000e+00 -1.026e+03]
 [ 1.100e+01  1.900e+01 -1.020e+03]
 [ 2.100e+01  2.500e+01 -1.024e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_001,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_001.h5,"[[   21.    -3. -1026.]
 [   31.    11. -1018.]
 [   17.     7. -1011.]
 ...
 [   17.    19. -1018.]
 [   21.    13. -1028.]
 [   29.    35. -1022.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_002,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_002.h5,"[[ 3.300e+01 -1.000e+00 -1.026e+03]
 [ 1.500e+01  3.700e+01 -1.026e+03]
 [ 2.900e+01  0.000e+00 -1.020e+03]
 ...
 [ 3.700e+01  2.300e+01 -1.042e+03]
 [ 3.300e+01  2.300e+01 -1.030e+03]
 [ 2.700e+01  6.400e+01 -1.028e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_003,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_003.h5,"[[ 2.900e+01  1.100e+01 -1.022e+03]
 [ 3.100e+01  1.000e+00 -1.024e+03]
 [ 1.100e+01  1.300e+01 -1.011e+03]
 ...
 [ 3.100e+01  3.500e+01 -1.005e+03]
 [ 3.500e+01 -1.100e+01 -1.026e+03]
 [ 2.900e+01  1.500e+01 -1.015e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_004,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_004.h5,"[[   25.     5. -1018.]
 [   21.     7. -1007.]
 [   11.    23. -1020.]
 ...
 [   29.    15. -1020.]
 [   27.   -13. -1030.]
 [   21.    37. -1018.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_005,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_005.h5,"[[    9.    17. -1028.]
 [    9.     3. -1026.]
 [   11.    -5. -1030.]
 ...
 [   23.     0. -1028.]
 [   31.    39. -1022.]
 [   35.     7. -1022.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_007,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_007.h5,"[[   25.     7. -1015.]
 [   25.    21. -1018.]
 [   21.    23. -1024.]
 ...
 [   15.   -33. -1022.]
 [   21.    13. -1018.]
 [   15.    52. -1018.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_008,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_008.h5,"[[ 1.900e+01  9.000e+00 -1.024e+03]
 [ 3.100e+01  2.300e+01 -1.011e+03]
 [ 3.300e+01  1.000e+00 -1.022e+03]
 ...
 [ 3.500e+01  1.100e+01 -1.009e+03]
 [ 2.100e+01  1.300e+01 -1.032e+03]
 [ 1.900e+01  2.100e+01 -1.020e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_009,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_009.h5,"[[   25.    31. -1018.]
 [   37.    13. -1018.]
 [   21.     9. -1022.]
 ...
 [   25.    17. -1036.]
 [   23.     3. -1024.]
 [   19.    27. -1022.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_010,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_010.h5,"[[ 2.100e+01  1.300e+01 -1.020e+03]
 [ 1.900e+01  3.100e+01 -1.007e+03]
 [ 2.300e+01  1.000e+00 -1.022e+03]
 ...
 [ 1.100e+01  1.000e+00 -1.022e+03]
 [ 7.000e+00  1.700e+01 -1.020e+03]
 [ 2.100e+01  2.900e+01 -1.015e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_011,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_011.h5,"[[   31.    15. -1015.]
 [   31.    19. -1024.]
 [   23.    19. -1022.]
 ...
 [   27.    19. -1015.]
 [   27.    23. -1026.]
 [   25.    13. -1032.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_012,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_012.h5,"[[   21.    23. -1020.]
 [   21.    27. -1022.]
 [   29.    27. -1018.]
 ...
 [   27.    17. -1020.]
 [   21.     3. -1015.]
 [   33.    33. -1009.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_013,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_013.h5,"[[   21.    19. -1026.]
 [   27.     9. -1018.]
 [   31.    15. -1011.]
 ...
 [   21.     3. -1013.]
 [   21.    31. -1015.]
 [   27.     5. -1018.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_014,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_014.h5,"[[   21.    21. -1003.]
 [   31.    17. -1024.]
 [   23.    19. -1026.]
 ...
 [   11.     0. -1028.]
 [    9.    21. -1022.]
 [   13.    13. -1015.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_015,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_015.h5,"[[ 2.700e+01  1.300e+01 -1.026e+03]
 [ 2.100e+01  2.500e+01 -1.024e+03]
 [ 2.100e+01  9.000e+00 -1.024e+03]
 ...
 [ 2.700e+01  2.900e+01 -1.022e+03]
 [ 1.700e+01 -1.000e+00 -1.026e+03]
 [ 3.100e+01  2.100e+01 -1.015e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_016,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_016.h5,"[[   23.    23. -1020.]
 [   23.    19. -1026.]
 [   17.     5. -1013.]
 ...
 [   27.    17. -1022.]
 [   19.     5. -1013.]
 [   25.    31. -1018.]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_017,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_017.h5,"[[ 2.700e+01  1.700e+01 -1.028e+03]
 [ 1.900e+01  5.000e+00 -1.018e+03]
 [ 2.900e+01  7.000e+00 -1.034e+03]
 ...
 [ 2.100e+01  0.000e+00 -1.024e+03]
 [ 3.300e+01  2.900e+01 -1.005e+03]
 [ 3.100e+01  1.000e+00 -1.011e+03]]"
M03_OP06_good_Aug_2019_M03_Aug_2019_OP06_018,M03,OP06,good,Aug_2019,M03_Aug_2019_OP06_018.h5,"[[   21.    19. -1022.]
 [   31.    23. -1011.]
 [   31.     0. -1018.]
 ...
 [   19.    33. -1011.]
 [   29.    13. -1022.]
 [   29.     9. -1015.]]"
M03_OP06_good_Aug_2021_M03_Aug_2021_OP06_000,M03,OP06,good,Aug_2021,M03_Aug_2021_OP06_000.h5,"[[   21    17 -1038]
 [   25    25 -1011]
 [   31    13 -1015]
 ...
 [   17    17 -1024]
 [   31    15 -1011]
 [    9    15 -1028]]"
M03_OP06_good_Aug_2021_M03_Aug_2021_OP06_001,M03,OP06,good,Aug_2021,M03_Aug_2021_OP06_001.h5,"[[   13     3 -1013]
 [    3     1 -1026]
 [    9    11 -1026]
 ...
 [  767   -85 -1022]
 [  445   -85  -876]
 [  642  -101  -899]]"
M03_OP06_good_Aug_2021_M03_Aug_2021_OP06_002,M03,OP06,good,Aug_2021,M03_Aug_2021_OP06_002.h5,"[[   19   -19 -1018]
 [   17     5 -1015]
 [   19   -11 -1022]
 ...
 [    7    -3 -1018]
 [   27    -1 -1005]
 [   21     5 -1022]]"
M03_OP06_good_Aug_2021_M03_Aug_2021_OP06_003,M03,OP06,good,Aug_2021,M03_Aug_2021_OP06_003.h5,"[[   21    25 -1024]
 [   13    19 -1024]
 [   31    19 -1022]
 ...
 [   27     7 -1022]
 [   33     0 -1034]
 [   27    19 -1028]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_000,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_000.h5,"[[   31    29 -1011]
 [   27    23 -1034]
 [   29    23 -1020]
 ...
 [   17    17 -1026]
 [   19    17 -1022]
 [   11     0 -1020]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_001,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_001.h5,"[[   33    19 -1026]
 [   35    13 -1024]
 [   29    35 -1026]
 ...
 [   29    13 -1026]
 [   37    11 -1034]
 [   37    11 -1028]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_002,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_002.h5,"[[ 1.500e+01  1.900e+01 -1.028e+03]
 [ 2.500e+01  1.000e+00 -1.011e+03]
 [ 2.500e+01  2.700e+01 -1.020e+03]
 ...
 [ 3.100e+01  1.700e+01 -1.020e+03]
 [ 3.100e+01  2.900e+01 -1.026e+03]
 [ 3.700e+01  1.900e+01 -1.018e+03]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_003,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_003.h5,"[[   25    29 -1009]
 [   37    17 -1018]
 [   13    31 -1011]
 ...
 [   25    23 -1015]
 [   27     1 -1022]
 [   31    21 -1015]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_004,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_004.h5,"[[   25    -1 -1024]
 [   35    31 -1007]
 [   19    52 -1024]
 ...
 [   37     1 -1018]
 [   37    33 -1015]
 [   37    37 -1013]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_005,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_005.h5,"[[   27    42 -1026]
 [   19     5 -1028]
 [   19    25 -1026]
 ...
 [   21    13 -1011]
 [   25     9 -1011]
 [   19    27 -1013]]"
M03_OP06_good_Feb_2020_M03_Feb_2020_OP06_009,M03,OP06,good,Feb_2020,M03_Feb_2020_OP06_009.h5,"[[   27.     7. -1020.]
 [   29.    13. -1026.]
 [   19.    33. -1026.]
 ...
 [   35.     0. -1034.]
 [   19.     9. -1028.]
 [   27.    39. -1018.]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_000,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_000.h5,"[[   21    15 -1026]
 [   27    11 -1020]
 [   33     3 -1013]
 ...
 [   15     5 -1013]
 [   19     9 -1024]
 [   -1    13 -1022]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_001,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_001.h5,"[[   25    15 -1011]
 [   21    15 -1034]
 [   13    21 -1022]
 ...
 [   33    25 -1020]
 [    3    11 -1034]
 [   19    17 -1013]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_002,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_002.h5,"[[    1    31 -1042]
 [    3    52 -1028]
 [   11    31 -1038]
 ...
 [   11    -1 -1028]
 [   29    -1 -1032]
 [   35     9 -1024]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_003,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_003.h5,"[[   35   136 -1022]
 [   37   119 -1005]
 [   23   134 -1011]
 ...
 [   25    31 -1032]
 [    0    23 -1030]
 [   21    44 -1018]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_004,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_004.h5,"[[   29     3 -1024]
 [    5    35 -1018]
 [   29    17 -1011]
 ...
 [   29    19 -1026]
 [   23     5 -1016]
 [   17    27 -1024]]"
M03_OP06_good_Feb_2021_M03_Feb_2021_OP06_005,M03,OP06,good,Feb_2021,M03_Feb_2021_OP06_005.h5,"[[   29    21 -1018]
 [   23     9 -1028]
 [   25    37 -1034]
 ...
 [   27     1 -1024]
 [   31    29 -1022]
 [   23    25 -1042]]"
M03_OP07_bad_Aug_2019_M03_Aug_2019_OP07_000,M03,OP07,bad,Aug_2019,M03_Aug_2019_OP07_000.h5,"[[  761.    31.  -655.]
 [ 1116.   -48.  -661.]
 [  933.   -66.  -737.]
 ...
 [   -7.   314. -1670.]
 [ -154.   171. -1715.]
 [  -64.   103. -1604.]]"
M03_OP07_bad_Aug_2021_M03_Aug_2021_OP07_000,M03,OP07,bad,Aug_2021,M03_Aug_2021_OP07_000.h5,"[[   21   132  -985]
 [   -5    35 -1007]
 [    3   -25  -983]
 ...
 [   25   -11 -1005]
 [  -11   -29 -1022]
 [   31   -27 -1022]]"
M03_OP07_bad_Feb_2021_M03_Feb_2021_OP07_000,M03,OP07,bad,Feb_2021,M03_Feb_2021_OP07_000.h5,"[[    0    81 -1005]
 [  -46   113  -979]
 [   15  -107 -1011]
 ...
 [ -308  1210 -1210]
 [  741   201  -673]
 [  290   732 -1003]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_000,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_000.h5,"[[   21.    21. -1015.]
 [   27.    29. -1026.]
 [   19.    19. -1028.]
 ...
 [   21.    21. -1028.]
 [   19.    11. -1032.]
 [   29.    21. -1011.]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_001,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_001.h5,"[[ 7.000e+00 -1.000e+00 -1.022e+03]
 [ 2.100e+01  1.500e+01 -1.015e+03]
 [ 3.300e+01  1.500e+01 -1.011e+03]
 ...
 [ 2.900e+01  2.900e+01 -1.032e+03]
 [ 3.100e+01  1.000e+00 -1.013e+03]
 [ 3.100e+01  2.500e+01 -1.020e+03]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_002,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_002.h5,"[[   21.    11. -1007.]
 [   31.    17. -1026.]
 [   17.    15. -1036.]
 ...
 [   25.    89. -1011.]
 [   33.    68. -1013.]
 [   19.   107. -1009.]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_003,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_003.h5,"[[ 2.500e+01  1.090e+02 -1.011e+03]
 [ 3.100e+01  8.100e+01 -1.013e+03]
 [ 3.100e+01  1.210e+02 -1.005e+03]
 ...
 [ 2.500e+01  1.900e+01 -1.011e+03]
 [ 1.700e+01  1.000e+00 -1.030e+03]
 [ 2.900e+01  2.900e+01 -1.009e+03]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_004,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_004.h5,"[[   35.    19. -1016.]
 [   23.    42. -1026.]
 [   23.    31. -1005.]
 ...
 [   37.    15. -1009.]
 [   35.     9. -1028.]
 [   15.     9. -1013.]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_005,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_005.h5,"[[ 2.500e+01  2.300e+01 -1.018e+03]
 [ 1.900e+01  5.000e+00 -1.015e+03]
 [ 2.900e+01  1.500e+01 -1.020e+03]
 ...
 [ 9.000e+00  1.000e+00 -1.022e+03]
 [ 3.700e+01  5.000e+00 -1.015e+03]
 [ 1.300e+01  1.100e+01 -1.013e+03]]"
M03_OP07_good_Aug_2019_M03_Aug_2019_OP07_006,M03,OP07,good,Aug_2019,M03_Aug_2019_OP07_006.h5,"[[    5.    19. -1034.]
 [   27.    17. -1018.]
 [   21.     5. -1015.]
 ...
 [   37.     3. -1018.]
 [   15.    13. -1026.]
 [   33.    17. -1018.]]"
